               uid                |       mid        |                                                                                                                                       blog_content                                                                                                                                       
 02db56fe1eedf0d06488fd14645a1c2c | 3860548624076989 | 今日大盘继续震荡探底收中阴线，两个小板比主板抗跌，收盘大盘跌226点报收3686点，创业板指跌1.66%报收2605点，中小板指跌4.42%报收8068点；35家涨停，1434家跌停；摘帽概念、多元金融 ...(发自@微博桌面 
 02db56fe1eedf0d06488fd14645a1c2c | 3860510128889934 | 【南方基金：A股必将凤凰涅槃 浴火重生】近期，我国股市大幅震荡，这是市场极端情况下的短期现象。一般地，正常的市场下跌30%已是极限，现在继续做空看空风险巨大，极度悲观的情绪不可持续，随时可能发生逆转，重回上升通道。
 02db56fe1eedf0d06488fd14645a1c2c | 3860471541321560 | 空方宣泄结束了，剩余时间应该开始反弹了，再不反弹真没救了！
 02db56fe1eedf0d06488fd14645a1c2c | 3860473479100319 | 【路透：中金所临时暂停19个卖空账户】 据路透援引两位消息人士报道，中国金融期货交易所已暂停了19个帐户开期指空仓，期限为一个月。中金所相关人士表示，目前正常的期指交易不受影响，没有限制。
 02db56fe1eedf0d06488fd14645a1c2c | 3860510128889934 | 【南方基金：A股必将凤凰涅槃 浴火重生】近期，我国股市大幅震荡，这是市场极端情况下的短期现象。一般地，正常的市场下跌30%已是极限，现在继续做空看空风险巨大，极度悲观的情绪不可持续，随时可能发生逆转，重回上升通道。
 02db56fe1eedf0d06488fd14645a1c2c | 3860473479100319 | 【路透：中金所临时暂停19个卖空账户】 据路透援引两位消息人士报道，中国金融期货交易所已暂停了19个帐户开期指空仓，期限为一个月。中金所相关人士表示，目前正常的期指交易不受影响，没有限制。
 02db56fe1eedf0d06488fd14645a1c2c | 3860458454940180 | 【传部分券商今日停止融券交易一天】据知情人士透露，部分券商今日将停止融券交易一天。 证监会新闻发言人张晓军2日晚间表示，根据证券和期货交易所市场监察异动报告，证监会决定组织稽查执法力量对涉嫌市场操纵，特别是跨市场操纵的违法违规线索进行专项核查。
 02db56fe1eedf0d06488fd14645a1c2c | 3860471541321560 | 空方宣泄结束了，剩余时间应该开始反弹了，再不反弹真没救了！
 02db56fe1eedf0d06488fd14645a1c2c | 3860548624076989 | 今日大盘继续震荡探底收中阴线，两个小板比主板抗跌，收盘大盘跌226点报收3686点，创业板指跌1.66%报收2605点，中小板指跌4.42%报收8068点；35家涨停，1434家跌停；摘帽概念、多元金融 ...(发自@微博桌面 
 02db56fe1eedf0d06488fd14645a1c2c | 3860548594947698 | 今日大盘继续震荡探底收中阴线，两个小板比主板抗跌，收盘大盘跌226点报收3686点，创业板指跌1.66%报收2605点，中小板指跌4.42%报收8068点；35家涨停，1434家跌停；摘帽概念、多元金融 ...(发自@微博桌面 
 02dd8735e33bab922f3600cc2b680d31 | 3860634070841608 | 想为他化一次妆理一次衣服跳一支舞//@非常非常非常红: 美丽[甜馨哭哭]爆炸[甜馨哭哭] //@榎本荒野:为什么这么好看！樱井翔你告诉我！！！
 02dd8735e33bab922f3600cc2b680d31 | 3860495457418604 | [喵喵]//@非常非常非常红:[doge] //@kazu你该出门透气了:最右//@峰格格-:右+1//@11th-year_吱吱: 同右边//@BambiSakuSho:转给首页 看到系列直接双 不开完玩笑
 02dd8735e33bab922f3600cc2b680d31 | 3860495457418604 | [喵喵]//@非常非常非常红:[doge] //@kazu你该出门透气了:最右//@峰格格-:右+1//@11th-year_吱吱: 同右边//@BambiSakuSho:转给首页 看到系列直接双 不开完玩笑
 02dd8735e33bab922f3600cc2b680d31 | 3860634070841608 | 想为他化一次妆理一次衣服跳一支舞//@非常非常非常红: 美丽[甜馨哭哭]爆炸[甜馨哭哭] //@榎本荒野:为什么这么好看！樱井翔你告诉我！！！
 02dd8735e33bab922f3600cc2b680d31 | 3860634070841608 | 想为他化一次妆理一次衣服跳一支舞//@非常非常非常红: 美丽[甜馨哭哭]爆炸[甜馨哭哭] //@榎本荒野:为什么这么好看！樱井翔你告诉我！！！
 02dd8735e33bab922f3600cc2b680d31 | 3860495457418604 | [喵喵]//@非常非常非常红:[doge] //@kazu你该出门透气了:最右//@峰格格-:右+1//@11th-year_吱吱: 同右边//@BambiSakuSho:转给首页 看到系列直接双 不开完玩笑
 02de9f4ed394d7e87b35ff59b7c39f4d | 3860461810382218 | 【【大侠;相信政府，终将推动大盘大涨】】
 02de9f4ed394d7e87b35ff59b7c39f4d | 3860461810382218 | 【【大侠;相信政府，终将推动大盘大涨】】
 02de9f4ed394d7e87b35ff59b7c39f4d | 3860461810382218 | 【【大侠;相信政府，终将推动大盘大涨】】
 02def10557987f181a9b616e9f93c6d5 | 3860621248728225 | 中国可是技术强国了，现在手机应该都是中国的最好了。
 02def10557987f181a9b616e9f93c6d5 | 3860621248728225 | 中国可是技术强国了，现在手机应该都是中国的最好了。
 02def10557987f181a9b616e9f93c6d5 | 3860621248728225 | 中国可是技术强国了，现在手机应该都是中国的最好了。
 02e0228bce80b343d67488c1d4b52571 | 3860413492300724 | 德国是没有金融衍生产品的 //@卫沪而生://@大众网朱德泉:美国允许使用金融杠杆工具，但是德国至今不允许使用金融杠杆工具。目前，我国股市还是一个新兴市场，证监会的监管能力还不够足以掌控金融杠杆工具，在这种条件下，开放金融杠杆工具，无疑给故意做空中国股市的“恐怖分子”提供了武器。
 02e0228bce80b343d67488c1d4b52571 | 3860413492300724 | 德国是没有金融衍生产品的 //@卫沪而生://@大众网朱德泉:美国允许使用金融杠杆工具，但是德国至今不允许使用金融杠杆工具。目前，我国股市还是一个新兴市场，证监会的监管能力还不够足以掌控金融杠杆工具，在这种条件下，开放金融杠杆工具，无疑给故意做空中国股市的“恐怖分子”提供了武器。
 02e0228bce80b343d67488c1d4b52571 | 3860413492300724 | 德国是没有金融衍生产品的 //@卫沪而生://@大众网朱德泉:美国允许使用金融杠杆工具，但是德国至今不允许使用金融杠杆工具。目前，我国股市还是一个新兴市场，证监会的监管能力还不够足以掌控金融杠杆工具，在这种条件下，开放金融杠杆工具，无疑给故意做空中国股市的“恐怖分子”提供了武器。
 02e14fcf20a682fe2a10623b7f31d9dc | 3860546371265418 | 桌子上总是被一些零散的小物品搞乱？如果是这样，那么您需要这个家务流行收纳魔方，它是个巧妙收纳架、置物架、绕线器、CD架、笔架，等等。别看物品小，却非常实用！而且价格非常便宜，建议购买几个用。
 02e14fcf20a682fe2a10623b7f31d9dc | 3860546371265418 | 桌子上总是被一些零散的小物品搞乱？如果是这样，那么您需要这个家务流行收纳魔方，它是个巧妙收纳架、置物架、绕线器、CD架、笔架，等等。别看物品小，却非常实用！而且价格非常便宜，建议购买几个用。
 02e1870592a08215740b19351eb5effa | 3860498795789353 | 【法兴：全球范围内股市大抛售开始了 少赔钱就是成功】自上周五以来，整个金融界都在关注两件事情，一是希腊，另一个中国股市泡沫破裂。 （分享自 @凤凰财经）  
 02e1870592a08215740b19351eb5effa | 3860498795789353 | 【法兴：全球范围内股市大抛售开始了 少赔钱就是成功】自上周五以来，整个金融界都在关注两件事情，一是希腊，另一个中国股市泡沫破裂。 （分享自 @凤凰财经）  
 02e2cc07c3c1ea64479121631cf4040d | 3860434257998807 | 新股不死，跌势不止，后面应该是此跌绵绵无绝期，呵呵，恶意炸空也只是对下跌的推波助澜，根子还在恶意Ipo上、//【交银国际：中国市场策略 证监会平抑市场波动】  
 02e2cc07c3c1ea64479121631cf4040d | 3860434257998807 | 新股不死，跌势不止，后面应该是此跌绵绵无绝期，呵呵，恶意炸空也只是对下跌的推波助澜，根子还在恶意Ipo上、//【交银国际：中国市场策略 证监会平抑市场波动】  
 02e2cc07c3c1ea64479121631cf4040d | 3860434257998807 | 新股不死，跌势不止，后面应该是此跌绵绵无绝期，呵呵，恶意炸空也只是对下跌的推波助澜，根子还在恶意Ipo上、//【交银国际：中国市场策略 证监会平抑市场波动】  
 02e4227073731a2e444816b6161211d7 | 3860638256447464 | 市场还是有底线的，那就是场内融资盘。一旦触碰，那产生多米诺骨牌现象就不好玩了。既然这种去杠杆引起的急跌管理层始料未及，那让其蔓延成灾破坏了中国的大方向，想必管理层也是不愿意去看到的吧。为此，现在政府最有效最直接的做法就是拿出真金白银救市，就像当初保卫香港金融市场一样。
 02e4227073731a2e444816b6161211d7 | 3860638256447464 | 市场还是有底线的，那就是场内融资盘。一旦触碰，那产生多米诺骨牌现象就不好玩了。既然这种去杠杆引起的急跌管理层始料未及，那让其蔓延成灾破坏了中国的大方向，想必管理层也是不愿意去看到的吧。为此，现在政府最有效最直接的做法就是拿出真金白银救市，就像当初保卫香港金融市场一样。
 02e4227073731a2e444816b6161211d7 | 3860638256447464 | 市场还是有底线的，那就是场内融资盘。一旦触碰，那产生多米诺骨牌现象就不好玩了。既然这种去杠杆引起的急跌管理层始料未及，那让其蔓延成灾破坏了中国的大方向，想必管理层也是不愿意去看到的吧。为此，现在政府最有效最直接的做法就是拿出真金白银救市，就像当初保卫香港金融市场一样。
 02e446dc07339d3de8e788487c382fd3 | 3860321938685905 | //@雷军:我希望小米服务团队认真向海底捞等优秀公司学习，条件成熟后还要到香港服务业学习！做好服务非常不容易，希望米粉理解！@BJ_杨京津 
 02e446dc07339d3de8e788487c382fd3 | 3860321938685905 | //@雷军:我希望小米服务团队认真向海底捞等优秀公司学习，条件成熟后还要到香港服务业学习！做好服务非常不容易，希望米粉理解！@BJ_杨京津 
 02e57b58689408d43c610469a9a8483a | 3860457645458311 | 周五股市继续暴跌，我突然失去了信心，看不到一点点希望，感觉被骗了，骗得体无完肤……
 02e57b58689408d43c610469a9a8483a | 3860457645458311 | 周五股市继续暴跌，我突然失去了信心，看不到一点点希望，感觉被骗了，骗得体无完肤……
 02e57b58689408d43c610469a9a8483a | 3860457645458311 | 周五股市继续暴跌，我突然失去了信心，看不到一点点希望，感觉被骗了，骗得体无完肤……
 02e58f688018ed03b57f2bba90368776 | 3860533675992714 | 希腊危机，全球股市震荡，6月30日全球最富裕的400个人当天累积损失700亿美元。据彭博亿万富翁指数，平均每个富豪亏损1.75亿美元。西班牙Zara老板Amancio Ortega当天损失22亿美元，财富缩水3.2%，为损失最大的亿万富翁。巴菲特损失了16亿美元，比尔盖茨损失了14亿美元。全球金融不稳也是A股震荡原因
 02e58f688018ed03b57f2bba90368776 | 3860562637255775 | 中国证监会发言人张晓军：证监会支持多渠道引入境内外长期资金投资中国资本市场，将修订整合QFII、RQFII规则，QFII额度将从800亿美元增加到1,500亿美元；相应减少IPO筹资金额，7月IPO相对6月减少。
 02e58f688018ed03b57f2bba90368776 | 3860432811243144 | 张晓军答记者问：近期股市出现较大幅度下跌，股指期货合约价格也出现大幅下挫。根据证券和期货交易所市场监察异动报告，证监会决定组织稽查执法力量对涉嫌市场操纵，特别是跨市场操纵的违法违规线索进行专项核查。对于符合立案标准的将立即立案稽查，严肃依法打击，涉嫌犯罪的，坚决移送公安机关查办！
 02e58f688018ed03b57f2bba90368776 | 3860432811243144 | 张晓军答记者问：近期股市出现较大幅度下跌，股指期货合约价格也出现大幅下挫。根据证券和期货交易所市场监察异动报告，证监会决定组织稽查执法力量对涉嫌市场操纵，特别是跨市场操纵的违法违规线索进行专项核查。对于符合立案标准的将立即立案稽查，严肃依法打击，涉嫌犯罪的，坚决移送公安机关查办！
 02e58f688018ed03b57f2bba90368776 | 3860562637255775 | 中国证监会发言人张晓军：证监会支持多渠道引入境内外长期资金投资中国资本市场，将修订整合QFII、RQFII规则，QFII额度将从800亿美元增加到1,500亿美元；相应减少IPO筹资金额，7月IPO相对6月减少。
 02e58f688018ed03b57f2bba90368776 | 3860533675992714 | 希腊危机，全球股市震荡，6月30日全球最富裕的400个人当天累积损失700亿美元。据彭博亿万富翁指数，平均每个富豪亏损1.75亿美元。西班牙Zara老板Amancio Ortega当天损失22亿美元，财富缩水3.2%，为损失最大的亿万富翁。巴菲特损失了16亿美元，比尔盖茨损失了14亿美元。全球金融不稳也是A股震荡原因
 02e58f688018ed03b57f2bba90368776 | 3860562637255775 | 中国证监会发言人张晓军：证监会支持多渠道引入境内外长期资金投资中国资本市场，将修订整合QFII、RQFII规则，QFII额度将从800亿美元增加到1,500亿美元；相应减少IPO筹资金额，7月IPO相对6月减少。
 02e58f688018ed03b57f2bba90368776 | 3860432811243144 | 张晓军答记者问：近期股市出现较大幅度下跌，股指期货合约价格也出现大幅下挫。根据证券和期货交易所市场监察异动报告，证监会决定组织稽查执法力量对涉嫌市场操纵，特别是跨市场操纵的违法违规线索进行专项核查。对于符合立案标准的将立即立案稽查，严肃依法打击，涉嫌犯罪的，坚决移送公安机关查办！
 02e58f688018ed03b57f2bba90368776 | 3860533675992714 | 希腊危机，全球股市震荡，6月30日全球最富裕的400个人当天累积损失700亿美元。据彭博亿万富翁指数，平均每个富豪亏损1.75亿美元。西班牙Zara老板Amancio Ortega当天损失22亿美元，财富缩水3.2%，为损失最大的亿万富翁。巴菲特损失了16亿美元，比尔盖茨损失了14亿美元。全球金融不稳也是A股震荡原因
 02e852bdee96d0bd67bd678197d48eab | 3860621164990716 | 眼睛大你赢了[拜拜]//@kagaku_边求约稿边喝风:啊—— //@再说身高跳起来打你杰宝:天————哪//@凤与芒果:镜头好————评//@菏堇少年:想一口吃————掉 //@非常非常非常红:你说的很————对
 02e852bdee96d0bd67bd678197d48eab | 3860621164990716 | 眼睛大你赢了[拜拜]//@kagaku_边求约稿边喝风:啊—— //@再说身高跳起来打你杰宝:天————哪//@凤与芒果:镜头好————评//@菏堇少年:想一口吃————掉 //@非常非常非常红:你说的很————对
 02e8f6c6255ec3dea5f5db460daf3cb0 | 3860313416257806 | 哈哈哈哈哈哈打死最右//@主治医湿: //@七囍娘现在超级幸福QAQ:哈哈哈最右闹////@迷途的大脸猫:特警小哥快揍最右一顿//@夏目家的小诗哥: 硬是翻译出了一套表情包 //@猫叉Misaka:1.连我爸爸都没打过我 2.妈的我的心好痛 3.是技术性调整不要怕 4.我觉得自己快要窒息 5.你的意思是要打架咯 6.怪我咯
 02e8f6c6255ec3dea5f5db460daf3cb0 | 3860313416257806 | 哈哈哈哈哈哈打死最右//@主治医湿: //@七囍娘现在超级幸福QAQ:哈哈哈最右闹////@迷途的大脸猫:特警小哥快揍最右一顿//@夏目家的小诗哥: 硬是翻译出了一套表情包 //@猫叉Misaka:1.连我爸爸都没打过我 2.妈的我的心好痛 3.是技术性调整不要怕 4.我觉得自己快要窒息 5.你的意思是要打架咯 6.怪我咯
 02e8f6c6255ec3dea5f5db460daf3cb0 | 3860313416257806 | 哈哈哈哈哈哈打死最右//@主治医湿: //@七囍娘现在超级幸福QAQ:哈哈哈最右闹////@迷途的大脸猫:特警小哥快揍最右一顿//@夏目家的小诗哥: 硬是翻译出了一套表情包 //@猫叉Misaka:1.连我爸爸都没打过我 2.妈的我的心好痛 3.是技术性调整不要怕 4.我觉得自己快要窒息 5.你的意思是要打架咯 6.怪我咯
 02e909ff4829baa8d218cacb84ddc3d0 | 3860562318406354 | 发表了博文《只有这一招能够救市了》今天各大指数全部暴跌，我们昨天说了只有禁止做空才能救市。现在来看，禁止做空也救不了股市了。大家可以看到今天股指期货是远强于现货的，因为昨天证监会明确表示检查股指期货恶
 02e909ff4829baa8d218cacb84ddc3d0 | 3860562318406354 | 发表了博文《只有这一招能够救市了》今天各大指数全部暴跌，我们昨天说了只有禁止做空才能救市。现在来看，禁止做空也救不了股市了。大家可以看到今天股指期货是远强于现货的，因为昨天证监会明确表示检查股指期货恶
 02e909ff4829baa8d218cacb84ddc3d0 | 3860562318406354 | 发表了博文《只有这一招能够救市了》今天各大指数全部暴跌，我们昨天说了只有禁止做空才能救市。现在来看，禁止做空也救不了股市了。大家可以看到今天股指期货是远强于现货的，因为昨天证监会明确表示检查股指期货恶
 02ea2a40d1074be6a5ab8bdacd07a676 | 3860533524855293 | 【分析师称每名iOS活跃用户价值48美元】据国外媒体报道，市场调研机构Asymco分析师霍拉斯·德迪欧（Horace Dediu）近日称，苹果每名活跃iOS用户值48美元。苹果卖出了7亿部iOS设备，谷歌声称Android设备激活量已经突破10亿。微软拥有大约15亿Windo
 02ea2a40d1074be6a5ab8bdacd07a676 | 3860533524855293 | 【分析师称每名iOS活跃用户价值48美元】据国外媒体报道，市场调研机构Asymco分析师霍拉斯·德迪欧（Horace Dediu）近日称，苹果每名活跃iOS用户值48美元。苹果卖出了7亿部iOS设备，谷歌声称Android设备激活量已经突破10亿。微软拥有大约15亿Windo
 02ea2a40d1074be6a5ab8bdacd07a676 | 3860533524855293 | 【分析师称每名iOS活跃用户价值48美元】据国外媒体报道，市场调研机构Asymco分析师霍拉斯·德迪欧（Horace Dediu）近日称，苹果每名活跃iOS用户值48美元。苹果卖出了7亿部iOS设备，谷歌声称Android设备激活量已经突破10亿。微软拥有大约15亿Windo
 02ea9380e08d5c21d8c3446a589d8aba | 3860449818652490 | 通化东宝半年报预增70%-80%新都化工 上调中报业绩 预增4至6成;亿晶光电与县政府签协议 合作新能源 与蓝宝石 项目;积成电子预中标国网7780万元项目; 通光线缆中标国网5379万元项目；石基信息双管齐下 推进与阿里旅行合作进度；奋达科技与联想签订产品云服务 技术开发协议包钢股份获包头市政府补贴2.21亿
 02ea9380e08d5c21d8c3446a589d8aba | 3860604093514548 | 【证监会：QFII额度将从800亿美元增加到1500亿美元】  　　证监会：支持多渠道引入境内外长期资金投资中国资本市场。  　　为了吸引境外资金会同相关部门修订整合QFII、RQFII规则。  　　积极支持养老、保险、QFII等长期资金入市。  　　QFII额度将从800亿美元增加到1,500亿美元。
 02ea9380e08d5c21d8c3446a589d8aba | 3860603950895095 | 【证金公司将第三次增资扩股，注册资本将近1000亿】 　　证监会：中国证券金融公司将大幅增资扩股，注册资本由240亿元增至1000亿元。 这是证金公司第三次增资扩股。
 02ea9380e08d5c21d8c3446a589d8aba | 3860444042805529 | 2015-7-3（星期五） 1、周小川：守住不发生系统性区域性金融风险的底线 2、李克强：要培育长期稳定健康发展的资本市场 3、读者传媒等10只新股7月3日申购 4、证券交易印花税前五个月进账近千亿元 5、美国6月非农就业不及预期 失业率向好  建议关注板块： 银行板块  券商板块  保险板块
 02ea9380e08d5c21d8c3446a589d8aba | 3860449818652490 | 通化东宝半年报预增70%-80%新都化工 上调中报业绩 预增4至6成;亿晶光电与县政府签协议 合作新能源 与蓝宝石 项目;积成电子预中标国网7780万元项目; 通光线缆中标国网5379万元项目；石基信息双管齐下 推进与阿里旅行合作进度；奋达科技与联想签订产品云服务 技术开发协议包钢股份获包头市政府补贴2.21亿
 02ea9380e08d5c21d8c3446a589d8aba | 3860604093514548 | 【证监会：QFII额度将从800亿美元增加到1500亿美元】  　　证监会：支持多渠道引入境内外长期资金投资中国资本市场。  　　为了吸引境外资金会同相关部门修订整合QFII、RQFII规则。  　　积极支持养老、保险、QFII等长期资金入市。  　　QFII额度将从800亿美元增加到1,500亿美元。
 02ea9380e08d5c21d8c3446a589d8aba | 3860444042805529 | 2015-7-3（星期五） 1、周小川：守住不发生系统性区域性金融风险的底线 2、李克强：要培育长期稳定健康发展的资本市场 3、读者传媒等10只新股7月3日申购 4、证券交易印花税前五个月进账近千亿元 5、美国6月非农就业不及预期 失业率向好  建议关注板块： 银行板块  券商板块  保险板块
 02ea9380e08d5c21d8c3446a589d8aba | 3860603950895095 | 【证金公司将第三次增资扩股，注册资本将近1000亿】 　　证监会：中国证券金融公司将大幅增资扩股，注册资本由240亿元增至1000亿元。 这是证金公司第三次增资扩股。
 02eab998d1339552c3073c007d143f08 | 3860497248133932 | //@爱港督爱飞仙:如果不能在一起，就不要给对方任何希望任何暗示，这才是最大的担当；分开了，不去打搅让对方安然生活，这才是最后的#温柔#。
 02eab998d1339552c3073c007d143f08 | 3860497248133932 | //@爱港督爱飞仙:如果不能在一起，就不要给对方任何希望任何暗示，这才是最大的担当；分开了，不去打搅让对方安然生活，这才是最后的#温柔#。
 02eab998d1339552c3073c007d143f08 | 3860497248133932 | //@爱港督爱飞仙:如果不能在一起，就不要给对方任何希望任何暗示，这才是最大的担当；分开了，不去打搅让对方安然生活，这才是最后的#温柔#。
 02eaf4f7414350223be90caced1b44af | 3860444412742147 | //@腾晓东: 无论房地产、制造业、零售业、餐饮业，还是中国股市……都已经形成严重泡沫危机，谁“接盘”谁套牢，谁“接盘”谁死。
 02eaf4f7414350223be90caced1b44af | 3860444412742147 | //@腾晓东: 无论房地产、制造业、零售业、餐饮业，还是中国股市……都已经形成严重泡沫危机，谁“接盘”谁套牢，谁“接盘”谁死。
 02eaf4f7414350223be90caced1b44af | 3860444412742147 | //@腾晓东: 无论房地产、制造业、零售业、餐饮业，还是中国股市……都已经形成严重泡沫危机，谁“接盘”谁套牢，谁“接盘”谁死。
 02ed21534b8a127294a44bf2d2c2e21c | 3860567942528044 | 大力救市 创业板看好  然并卵  周五看市  还是死[笑cry]注意抬头看看天[笑cry]高烧不断.股市闹心.😠 
 02ed21534b8a127294a44bf2d2c2e21c | 3860567942528044 | 大力救市 创业板看好  然并卵  周五看市  还是死[笑cry]注意抬头看看天[笑cry]高烧不断.股市闹心.😠 
 02ef08606dc095e5ab47b7ea04e7aa05 | 3860486112353215 | 李总理还要救援希腊，其实国内证券市场更要救援//@李正曦Sissi:回复@老木头猫:正是。干预又干预不到痛点上，不疼不痒滴挠几下，肿得更厉害了。。。[生病]//@老木头猫:如果没他们瞎干预扰乱了市场预期，估计跌到4000也就差不多了。结果。。。。。。。再这么干预下去3400见了。
 02ef08606dc095e5ab47b7ea04e7aa05 | 3860486112353215 | 李总理还要救援希腊，其实国内证券市场更要救援//@李正曦Sissi:回复@老木头猫:正是。干预又干预不到痛点上，不疼不痒滴挠几下，肿得更厉害了。。。[生病]//@老木头猫:如果没他们瞎干预扰乱了市场预期，估计跌到4000也就差不多了。结果。。。。。。。再这么干预下去3400见了。
