               uid                |       mid        |                                                                                                                                             blog_content                                                                                                                                              
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859407329169067 | /@福建陈美莲: //@你们比窦娥冤: @沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859457870339626 | //@手机用户1946829491@你们比窦娥冤:@沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859406867881849 | @黄泥巴大叔:@求实SOS: //@你们比窦娥冤: :@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859412936746768 | //@清廉族铲除腐败贪官: //@你们比窦娥冤@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859333756527679 | //@咖啡密码锁: //@你们比窦娥冤: @沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859409530786702 | /@福建陈美莲: //@你们比窦娥冤: @沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859413431668865 | //@手机用户1946829491@你们比窦娥冤:@沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859459367638433 | @手机用户1946829491@你们比窦娥冤:@沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859334197308017 | //@我会掉色H: //@沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859532667388737 | @破茧成蝶3366: //@你们比窦娥冤:@沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859547062034842 | @以勒137: //@破茧成蝶3366: @你们比窦娥冤:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859406691266724 | @沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859528590504099 | @破茧成蝶3366: //@你们比窦娥冤:@沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859546139737220 | //@黑龙江省刘彦娥: //:@破茧成蝶3366: //@你们比窦娥冤:@沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859334385677463 | //@福建陈美莲2: //@你们比窦娥冤: /@头条全球新闻: @竹溪-丁勇@中国正义联盟团：司法腐败,“中国鬼子”更凶残 @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?@要点灯的人: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4d8cd3bfbaf3cd69f1b07e62bb1845 | 3859343579784932 | //@福建陈美莲: //@你们比窦娥冤: @沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！ @捉拿贪官网: 宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 2b4ece1734f1314991ec3a6fb7282a9e | 3859463549411766 | //@36氪:打造一家成功的Saas公司，所需要付出的努力很大，坑也很多。目前国内市场刚刚起步，只有时间证明这么多选择题里，哪些选择最终会被证明是对的。[酷]
 2b5704e9883919deb7162dd2016a3659 | 3859448768037362 | 浙江：磨煤机过轨吊招标公告_升降平台_起重机专栏_招标中心_中国起重机械网 本招标项目为宁夏枣泉电厂一期2660MW工程磨煤机过轨吊，招标人为宁夏枣泉发电有限责任公司(委托浙江天音管理咨询有限公司为招标代理单位)。本次招标采用公开招标资格后审方式。现将本次招标内容和投标  
 2b5704e9883919deb7162dd2016a3659 | 3859463422977310 | 河北：滑触线询比价公告_起重配件_起重机专栏_招标中心_中国起重机械网 邯郸市邯钢附属企业公司进行招标采购，现公开邀请合格投标人进行网上电子投标。一、询价内容1、项目标号：HGFQXJ20150610282、项目标名：建安公司滑触线3、物资名称及数量：无接缝安全滑线，4、交货地点和  
 2b5704e9883919deb7162dd2016a3659 | 3859495878794722 | 内蒙古：行吊定期维护保养项目招标公告_起重机_起重机专栏_招标中心_中国起重机械网 受长庆油田分公司第三采气厂的委托，国信招标集团股份有限公司现对长庆油田分公司第三采气厂2015年行吊定期维护保养项目进行竞争性谈判，欢迎合格的潜在承包商参加竞争性谈判。1、谈判编号：GX  
 2b5704e9883919deb7162dd2016a3659 | 3859483748488360 | 上海：精密数控电火花机床招标公告_机床招标_招标中心_中国起重机械网 苏美达国际技术贸易有限公司受招标人委托对下列产品及服务进行国际公开竞争性招标，本次招标采用传统招标方式，现邀请合格投标人参加投标。1、招标条件项目概况:精密数控电火花机床1台资金到位或资金来源落  
 2b5704e9883919deb7162dd2016a3659 | 3859459354854872 | 河北：滑触线询比价公告_起重配件_起重机专栏_招标中心_中国起重机械网 邯郸市邯钢附属企业公司进行招标采购，现公开邀请合格投标人进行网上电子投标。一、询价内容1、项目标号：HGFQXJ20150610282、项目标名：建安公司滑触线3、物资名称及数量：无接缝安全滑线，4、交货地点和  
 2b619a9249058e8c8c5c0a3e3e8663b0 | 3859533447712311 | 【测试你心理是否成熟】1.不再盲目跟风；2.不再犹豫不定；3.合理安排时间；4.开始关注新闻国事；5.开始养生；6.在爱情,友情,亲情之间,首先想到亲情；7.不再用哭闹来解决问题；8.重视身边的朋友；9.让周围的人快乐；10.在得失方面变得大度；11. 学着尊重每个人；12.自信地生活；13.淡忘仇恨。
 2b735471c0e75b24d25663680654592b | 3859429982507477 | 红红火火恍恍惚惚 //@Sy_Cappuci:[doge][馋嘴] //@SS_Onlyu:多么痛的领悟恍恍惚惚[哆啦A梦微笑]//@MH-2YA: 哎一古//@允熪:你们欺负人[悲伤] //@CatchYoonA_:哈哈哈//@callomaniaaa: 哈哈哈哈哈哈哈哈 //@全州第一帅:[甜馨哭哭]//@小神灯阿:哈哈哈哈哈哈我心好痛[doge] //@超级超级超级喜欢你:哈哈哈哈
 2b7e122734f73504ee66e966fa360f3c | 3859485426739400 | 【沪深交易所暂停五家上市公司股票融资买入】我刚刚[good]了这篇文章，小伙伴你们怎么看？  
 2b8651e6cf617474515b06c4cf52c411 | 3859404535674762 | 若干年以后，当你的孙子问你，你这辈子干过什么轰轰烈烈的大事儿没有。其他人都是摇了摇头，但你能够报以坚定的眼神，告诉他，在共和国六十六年六月的时候，你奶奶在抗击国贼勾结海外反华势力做空中国的金融保卫战中，满仓为国护盘[笑cry]
 2b86bf4ffed85e8102c1a0cf17c27f58 | 3859443349915549 | 记住在你确定雇主相信你是最适合候选人之前，请不要太坚持某个薪水数额，因为只有在那之后你才能够让决策者从根据成本考虑转换到根据公司增加的价值考虑。
 2b91c74acaceeb39a418e080c613d62f | 3859560864966292 | 毕业季，终于可以和同事们一起出来耍了，大家的钱包一点也不强迫症。买些假期要用的东西，必须进入绝对不再看上衣的一个时期了。会疯狂还是疯癫，静等明日见分晓。安～
 2bb54af5012e32588b869d4fb287501e | 3859242504884176 | 《德银：抄底A股还需继续等待 大跌两周对监管者是一次风险教育》-A股过去两周20%的大跌对于中国的监管者和投资者都是一次风险教育，认识到杠杆在市场下跌过程中的威力。我们相信这将强化管理层控制A股杠杆(尤其是场外配资)的意图，以防范系统性风险-@财经网   
 2bb54af5012e32588b869d4fb287501e | 3859242458883037 | 《德银：抄底A股还需继续等待 大跌两周对监管者是一次风险教育》-A股过去两周20%的大跌对于中国的监管者和投资者都是一次风险教育，认识到杠杆在市场下跌过程中的威力。我们相信这将强化管理层控制A股杠杆(尤其是场外配资)的意图，以防范系统性风险-@财经网  
 2bb64100cc6a6f66813cf3b8d14f074e | 3859364710535353 | //@义勇军-FZU-寒霜: 四一二惨案策划者之一//@林治波:胡适在美国加入了共济会，从美国回来后专门网络同伙组成“疑古派”，对中国历史进行挖祖坟式的质疑，妄言中国东周之前的历史都是假的。实际情况是，中国夏商周的历史确凿无疑，铁证如山，倒是他们媚崇膜拜的西方历史多为编造，漏洞百出，太讽刺了！
 2bbce5b2ad6d5a9a80dc6ebf509e51f6 | 3859236914415849 | 右翼分子的具体表现。中国应该高度警惕!日本是个不入流的国家，比如突袭珍珠港等事件，不能吃亏  
 2be1eb6d4d9b2d6f6a6ee04d8655ecd7 | 3859325653384022 | 【贵阳经济技术开发区产值超10亿元企业达5家】从相关部门获悉，截至去年底，国家级贵阳经济技术开发区在原有4家10亿元工业企业的基础上又新增一家10亿元工业企业。贵州同济堂制药有限公司在2012年末突破10亿元产值，成为经开区第五家产值规模突破10亿元工业企业。
 2c0a3b727fa784ba8ed7f1de51e974fc | 3859418208987533 | 记得前些时间晚上独自出门买洗面奶的那个女的么？同样的情况，尸体在邕江被发现//@广西日报: #南宁身边事#【[蜡烛]南宁失联女大学生找到了。但是却…… 】三天前，南宁市公安局水上派出所在邕江上打捞上来一具女尸，今日上午10时，DNA对比结果出来，证实女尸就是彭芸莉。via@南宁晚报
 2c14662153c5544915cd059ae98f26d6 | 3859563063342492 | 当股灾成为过去，当大盘开始反弹，一定会牢记这段历史，在最艰难的时候，挺了过来，这将会是2015年上半年很好的总结，不管如何，你成功了，2015年上半年，几十万的收益，你做到了，没有割肉超过三只股，未来会更精彩。加油！
 2c3e89d2214b1017702660b8af5eb139 | 3859384394361779 | 国务院删除存贷比“红线” 释放银行信贷能力 24日晚间，实施了20年之久的《商业银行法》迎来了修订。其中，75%的存贷比规定被取消，将存贷比由法定监管指标转为流动性监测指标。业内专家认为，此举在提高银行业服务实体经济的能力和增强资本市场发展的信心方面都有非常积极的作用。
 2c3e89d2214b1017702660b8af5eb139 | 3859398419719696 | 民航“十三五”规划将系统破解延误问题。正在编制中的民航“十三五”发展规划将包括系统破解航班延误、空管保障等影响行业发展的关键问题，统筹运输航空与通用航空、传统业务与低成本等新兴业务发展，破解制约行业发展的体制机制矛盾。
 2c471131414320330551105fcd524105 | 3859392963639208 | 【沪深交易所暂停五家上市公司股票融资买入】上交所、深交所网站发布公告称，暂停五家公司股票的融资买入。其中，上交所暂停尖峰集团、一拖股份、博瑞传播的融资买入，深交所暂停五矿稀土和北纬通信的融资买入。
 2c471131414320330551105fcd524105 | 3859376181377718 | 【外媒：中国考虑推迟中国核建IPO】据彭博报道，不愿具名知情人士称，中国或推迟原定7月中旬进行的中国核建的首次公开募股上市，以应对市场近期的大幅下跌。是否推迟尚未最终确定，取决于股票市场走势。中国核建副总裁、董事会秘书王计平的办公室电话无人接听，中国核建未立即回复。
 2c471131414320330551105fcd524105 | 3859490161788995 | 【海通证券：政策底已经出现 超跌优质股值得关注】海通证券最新发布点评认为，根据投资股市比例不高于基金资产净值的30%估算，未来入市规模或达万亿。虽然养老金入市远水难解近渴，但稳定市场信心意图明显，结合此前央行双降举措，政策底已经出现。
 2c4da127f5205cde2c90017e2ac38136 | 3859543563982198 | 死了死了死了，完了完了完了。对对对就是这样。[崩溃]
 2c4da127f5205cde2c90017e2ac38136 | 3859499167461374 | 死了死了死了，完了完了完了。就是这样。
 2c4da127f5205cde2c90017e2ac38136 | 3859522529740969 | 死了死了死了，完了完了完了。就是这样。[泪流满面]
 2c4da127f5205cde2c90017e2ac38136 | 3859491018094877 | 完了完了完了，死了死了死了。
 2c72a8dfaee84c3eecfe37204769062b | 3859459715860191 | 中国人转起！//@投资家丁邦中:回复@浩_职员_沪:我是中国人！//@浩_职员_沪:国外机构做空中国，我是中国人，我会支持中国，我不卖只买，我相信国家的未来会好起来。你们可以骂我是傻逼，但是我决不当卖国贼，决不当汉奸[怒骂]
 2c7eff8d041c67517b5e2dd4b6cd7a4f | 3859455915651988 | #失信被执行人曝光台# 被执行人姓名：赵幸福；失信被执行人行为具体情况：其他有履行能力而拒不履行生效法律文书确定义务。信息来源：中国执行信息公开网
 2c7eff8d041c67517b5e2dd4b6cd7a4f | 3859456331048705 | #失信被执行人曝光台#被执行人名称：格尔木宏扬砂石料销售有限公司；法定代表人或者负责人姓名：杨阳；失信被执行人行为具体情况：其他有履行能力而拒不履行生效法律文书确定义务。信息来源：中国执行信息公开网
 2c98a72f3e43bfc4258a55f45b4fca14 | 3859381802523200 | 《国际影响力-会展传媒》是香港嘉盈国际集团国际影响力文化服务中心》主办的专业会务/展览/庆典/场馆行业信息推广咨询服务的网络和杂志媒体。“资源共享，互惠互利，精诚服务”是我们的宗旨，打造强有力的会展及相关行业信息国际影响力的服务平台。www.hkjaying.org QQ：609572222 Q群：83251732
 2c9d382697f7990e9b8a9a3c62a423bb | 3859554339250544 | 男生基本上都喜欢笨女孩（除了做饭洗衣服）。我不知道为什么，但事实如此，心眼太多的女孩男生或多或少都会反感。所以你即使不笨，还是要‘傻’一点好。但是记住，所有男生非常讨厌女人做作，非常非常非常地讨厌。
 2c9e868056baf95402290440131facb6 | 3859570193934867 | 【通灵现象之谜】据国外媒体报道，科学家达里尔·贝姆（Daryl Bem）在2010年进行了一项神奇的验证实验，论证人类是否拥有“通灵能力”。实验结果似乎证明了人类有能力预测未来，并确定出即将出现的关键词。但他们认为“通灵实验”的最大问题在于我们如果发现惊人震惊的结果该怎么面对
 2ca3758a239694cc7f9c59b015af1906 | 3859559808922203 | 赤裸裸的诱惑好吗[泪]都是我爱吃的水果。个个都说蔬果丸子真心好吃[爱你]感觉都是因为我家丸子你们更爱吃水果了对吧[偷笑]健康生活走起💃 
 2cc504f0be192f9d4a4e90652f068e56 | 3859229675130221 | 【从英特尔财报看PC电脑行业五大征兆隐现】随着英特尔的发展，整个桌面生态系统将会发生变化。该公司刚刚发布的财务报表隐含着PC电脑行业的五大征兆：PC电脑未死；重心已发生转移；混搭产品逐渐变热；走向高端之一：价格越来越高；走向高端之二：芯片越来越小。
